id,lati,long,zagl,YEAR
690,39.46657,-112.438488,12.5,1998
691,40.734036,-112.14104,36.7,1998
692,39.54764,-110.39079,76.2,1998
693,40.653604,-112.054074,0.0,1998
694,41.127622,-112.02051000000002,0.0,1998
695,39.38149,-111.079394,182.9,1998
696,41.127622,-112.02051000000002,3.0,1998
697,40.653604,-112.054074,22.5,1998
698,40.7344,-112.9681,35.6,1998
699,41.29741,-112.00716,0.0,1998
700,40.825001,-113.208334,0.0,1998
701,40.260787,-111.707982,0.0,1998
702,40.297058,-111.734076,0.0,1998
703,40.8249,-111.9238,0.0,1998
704,40.22424,-111.64927,0.0,1998
705,40.72894,-111.95799,0.0,1998
706,41.532156,-112.058002,0.0,1998
707,40.86631,-111.91187,0.0,1998
708,40.886022,-111.904759,0.0,1998
709,40.233755,-111.658456,0.0,1998
710,40.299754,-111.733916,14.6,1998
711,40.53199,-111.89628,11.3,1998
712,40.7344,-112.9681,0.0,1998
713,41.2239,-111.98935,0.0,1998
714,41.21583,-112.0183,0.0,1998
715,41.21583,-112.0183,8.0,1998
716,40.199753,-111.631752,13.7,1998
717,41.1016,-112.022469,15.2,1998
718,40.297058,-111.734076,29.0,1998
719,40.69384,-111.89586,15.2,1998
720,41.260369,-112.231233,0.0,1999
721,39.163098,-111.805647,0.0,1999
722,40.8461,-111.92662,0.0,1999
723,40.6791,-111.8883,0.0,1999
724,40.7889,-111.90441,30.5,1999
725,40.74211,-111.95802,0.0,1999
726,40.86162,-111.90596,9.2,1999
727,40.8249,-111.9238,22.6,1999
728,37.68505,-113.10175,0.0,1999
729,40.751116,-111.995572,0.0,1999
730,40.653604,-112.054074,22.5,1999
731,40.299754,-111.733916,14.6,1999
732,40.69384,-111.89586,15.2,1999
733,40.297058,-111.734076,29.0,1999
734,40.199753,-111.631752,13.7,1999
735,41.21583,-112.0183,8.0,1999
736,41.21583,-112.0183,0.0,1999
737,40.7344,-112.9681,0.0,1999
738,41.2239,-111.98935,0.0,1999
739,40.825001,-113.208334,0.0,1999
740,40.233755,-111.658456,0.0,1999
741,40.86631,-111.91187,0.0,1999
742,40.886022,-111.904759,0.0,1999
743,40.297058,-111.734076,0.0,1999
744,41.29741,-112.00716,12.2,1999
745,40.71342,-111.8997,10.2,1999
746,40.7889,-111.90441,0.0,1999
747,40.8249,-111.9238,0.0,1999
748,40.86162,-111.90596,0.0,1999
749,40.78149000000001,-112.03622,10.8,1999
750,40.751116,-111.995572,10.5,1999
751,40.883209,-111.906241,9.8,1999
752,40.69354000000001,-111.9112,9.4,1999
753,40.69384,-111.89586,9.4,1999
754,40.8461,-111.92662,10.7,1999
755,41.744977,-111.849247,10.0,1999
756,40.73516,-111.91114,8.8,1999
757,41.260369,-112.231233,11.8,1999
758,40.736783,-111.96595,16.6,1999
759,41.127622,-112.02051000000002,3.0,1999
760,40.77777800000001,-112.025,12.4,1999
761,39.173145,-111.029389,182.9,1999
762,37.68505,-113.10175,9.1,1999
763,40.78149000000001,-112.03622,0.0,1999
764,40.886022,-111.904759,15.8,1999
765,40.838386,-111.921443,0.0,1999
766,40.86631,-111.91187,18.1,1999
767,40.233755,-111.658456,7.6,1999
768,41.29741,-112.00716,0.0,1999
769,40.779239,-111.956039,15.2,1999
770,40.7344,-112.9681,35.6,1999
771,40.72894,-111.95799,0.0,1999
772,40.76498,-111.91061,0.0,1999
773,40.7563,-111.904121,0.0,1999
774,40.76511,-111.92799,0.0,1999
775,41.532156,-112.058002,0.0,1999
776,40.260787,-111.707982,0.0,1999
777,40.736783,-111.96595,0.0,1999
778,40.299754,-111.733916,0.0,1999
779,41.127622,-112.02051000000002,0.0,1999
780,40.77777800000001,-112.025,0.0,1999
781,40.516667,-112.15,0.0,1999
782,40.53199,-111.89628,11.3,1999
783,40.58775,-111.96951,0.0,1999
784,40.78135,-112.01149,0.0,1999
785,40.734036,-112.14104,0.0,1999
786,39.46657,-112.438488,12.5,1999
787,40.734036,-112.14104,36.7,1999
788,40.78135,-112.01149,10.1,1999
789,40.58775,-111.96951,12.5,1999
790,40.0864,-109.2844,182.9,1999
791,39.5103,-112.5804,217.6,1999
792,39.38149,-111.079394,182.9,1999
793,40.653604,-112.054074,0.0,1999
794,40.883209,-111.906241,0.0,1999
